work_order_number,sales_order_number,sales_order_line,work_unit_name,work_unit_description,unit_type,work_unit_qty,item_rate,total_rate
WO-35000199,SO-900199,SOL-1500886,ACA02A-ESE22,Buried cable design footage,Foot,197,0.27,53.19
WO-35000199,SO-900199,SOL-1500887,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000200,SO-900200,SOL-1500888,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000200,SO-900200,SOL-1500889,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000200,SO-900200,SOL-1500890,ACA02A-ESE22,Buried cable design footage,Foot,706,0.27,190.62
WO-35000200,SO-900200,SOL-1500891,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000201,SO-900201,SOL-1500892,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000201,SO-900201,SOL-1500893,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000201,SO-900201,SOL-1500894,ACA00A-ESE22,Aerial cable design footage,Foot,220,0.36,79.2
WO-35000201,SO-900201,SOL-1500895,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000202,SO-900202,SOL-1500896,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000202,SO-900202,SOL-1500897,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000202,SO-900202,SOL-1500898,ACA00A-ESE22,Aerial cable design footage,Foot,868,0.36,312.48
WO-35000202,SO-900202,SOL-1500899,ACA02A-ESE22,Buried cable design footage,Foot,522,0.27,140.94
WO-35000202,SO-900202,SOL-1500900,POL00A-ESE22,Pole loading analysis,Pole,15,22.5,337.5
WO-35000202,SO-900202,SOL-1500901,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000203,SO-900203,SOL-1500902,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000203,SO-900203,SOL-1500903,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000203,SO-900203,SOL-1500904,ACA00A-ESE22,Aerial cable design footage,Foot,266,0.36,95.76
WO-35000203,SO-900203,SOL-1500905,POL00A-ESE22,Pole loading analysis,Pole,6,22.5,135.0
WO-35000203,SO-900203,SOL-1500906,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000204,SO-900204,SOL-1500907,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000204,SO-900204,SOL-1500908,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000204,SO-900204,SOL-1500909,ACA00A-ESE22,Aerial cable design footage,Foot,1264,0.36,455.04
WO-35000204,SO-900204,SOL-1500910,ACA02A-ESE22,Buried cable design footage,Foot,341,0.27,92.07
WO-35000204,SO-900204,SOL-1500911,POL00A-ESE22,Pole loading analysis,Pole,3,22.5,67.5
WO-35000205,SO-900205,SOL-1500912,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000205,SO-900205,SOL-1500913,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000205,SO-900205,SOL-1500914,ACA00A-ESE22,Aerial cable design footage,Foot,661,0.36,237.96
WO-35000205,SO-900205,SOL-1500915,ACA02A-ESE22,Buried cable design footage,Foot,683,0.27,184.41
WO-35000205,SO-900205,SOL-1500916,POL00A-ESE22,Pole loading analysis,Pole,4,22.5,90.0
WO-35000206,SO-900206,SOL-1500917,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000206,SO-900206,SOL-1500918,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000206,SO-900206,SOL-1500919,ACA00A-ESE22,Aerial cable design footage,Foot,695,0.36,250.2
WO-35000206,SO-900206,SOL-1500920,ACA02A-ESE22,Buried cable design footage,Foot,968,0.27,261.36
WO-35000206,SO-900206,SOL-1500921,POL00A-ESE22,Pole loading analysis,Pole,13,22.5,292.5
WO-35000207,SO-900207,SOL-1500922,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000207,SO-900207,SOL-1500923,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000207,SO-900207,SOL-1500924,ACA00A-ESE22,Aerial cable design footage,Foot,604,0.36,217.44
WO-35000207,SO-900207,SOL-1500925,POL00A-ESE22,Pole loading analysis,Pole,13,22.5,292.5
WO-35000207,SO-900207,SOL-1500926,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000208,SO-900208,SOL-1500927,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000208,SO-900208,SOL-1500928,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000208,SO-900208,SOL-1500929,ACA00A-ESE22,Aerial cable design footage,Foot,1317,0.36,474.12
WO-35000208,SO-900208,SOL-1500930,POL00A-ESE22,Pole loading analysis,Pole,3,22.5,67.5
WO-35000208,SO-900208,SOL-1500931,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000209,SO-900209,SOL-1500932,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000209,SO-900209,SOL-1500933,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000209,SO-900209,SOL-1500934,ACA00A-ESE22,Aerial cable design footage,Foot,1208,0.36,434.88
WO-35000209,SO-900209,SOL-1500935,POL00A-ESE22,Pole loading analysis,Pole,17,22.5,382.5
WO-35000210,SO-900210,SOL-1500936,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000210,SO-900210,SOL-1500937,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000210,SO-900210,SOL-1500938,ACA00A-ESE22,Aerial cable design footage,Foot,699,0.36,251.64
WO-35000210,SO-900210,SOL-1500939,POL00A-ESE22,Pole loading analysis,Pole,9,22.5,202.5
WO-35000211,SO-900211,SOL-1500940,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000211,SO-900211,SOL-1500941,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000211,SO-900211,SOL-1500942,ACA00A-ESE22,Aerial cable design footage,Foot,608,0.36,218.88
WO-35000211,SO-900211,SOL-1500943,ACA02A-ESE22,Buried cable design footage,Foot,1357,0.27,366.39
WO-35000211,SO-900211,SOL-1500944,POL00A-ESE22,Pole loading analysis,Pole,9,22.5,202.5
WO-35000211,SO-900211,SOL-1500945,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000212,SO-900212,SOL-1500946,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000212,SO-900212,SOL-1500947,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000212,SO-900212,SOL-1500948,ACA02A-ESE22,Buried cable design footage,Foot,328,0.27,88.56
WO-35000213,SO-900213,SOL-1500949,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000213,SO-900213,SOL-1500950,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000213,SO-900213,SOL-1500951,ACA00A-ESE22,Aerial cable design footage,Foot,399,0.36,143.64
WO-35000213,SO-900213,SOL-1500952,ACA02A-ESE22,Buried cable design footage,Foot,620,0.27,167.4
WO-35000213,SO-900213,SOL-1500953,POL00A-ESE22,Pole loading analysis,Pole,2,22.5,45.0
WO-35000214,SO-900214,SOL-1500954,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000214,SO-900214,SOL-1500955,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000214,SO-900214,SOL-1500956,ACA00A-ESE22,Aerial cable design footage,Foot,1214,0.36,437.04
WO-35000214,SO-900214,SOL-1500957,POL00A-ESE22,Pole loading analysis,Pole,16,22.5,360.0
WO-35000215,SO-900215,SOL-1500958,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000215,SO-900215,SOL-1500959,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000215,SO-900215,SOL-1500960,ACA02A-ESE22,Buried cable design footage,Foot,1227,0.27,331.29
WO-35000216,SO-900216,SOL-1500961,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000216,SO-900216,SOL-1500962,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000216,SO-900216,SOL-1500963,ACA00A-ESE22,Aerial cable design footage,Foot,471,0.36,169.56
WO-35000216,SO-900216,SOL-1500964,POL00A-ESE22,Pole loading analysis,Pole,5,22.5,112.5
WO-35000216,SO-900216,SOL-1500965,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000217,SO-900217,SOL-1500966,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000217,SO-900217,SOL-1500967,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000217,SO-900217,SOL-1500968,ACA02A-ESE22,Buried cable design footage,Foot,319,0.27,86.13
WO-35000218,SO-900218,SOL-1500969,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000218,SO-900218,SOL-1500970,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000218,SO-900218,SOL-1500971,ACA00A-ESE22,Aerial cable design footage,Foot,428,0.36,154.08
WO-35000218,SO-900218,SOL-1500972,POL00A-ESE22,Pole loading analysis,Pole,6,22.5,135.0
WO-35000218,SO-900218,SOL-1500973,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000218,SO-900218,SOL-1500974,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000219,SO-900219,SOL-1500975,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000219,SO-900219,SOL-1500976,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000219,SO-900219,SOL-1500977,ACA00A-ESE22,Aerial cable design footage,Foot,582,0.36,209.52
WO-35000220,SO-900220,SOL-1500978,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000220,SO-900220,SOL-1500979,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000220,SO-900220,SOL-1500980,ACA00A-ESE22,Aerial cable design footage,Foot,438,0.36,157.68
WO-35000220,SO-900220,SOL-1500981,POL00A-ESE22,Pole loading analysis,Pole,18,22.5,405.0
WO-35000221,SO-900221,SOL-1500982,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000221,SO-900221,SOL-1500983,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000221,SO-900221,SOL-1500984,ACA02A-ESE22,Buried cable design footage,Foot,652,0.27,176.04
WO-35000222,SO-900222,SOL-1500985,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000222,SO-900222,SOL-1500986,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000222,SO-900222,SOL-1500987,ACA00A-ESE22,Aerial cable design footage,Foot,1351,0.36,486.36
WO-35000222,SO-900222,SOL-1500988,ACA02A-ESE22,Buried cable design footage,Foot,113,0.27,30.51
WO-35000222,SO-900222,SOL-1500989,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000223,SO-900223,SOL-1500990,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000223,SO-900223,SOL-1500991,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000223,SO-900223,SOL-1500992,ACA00A-ESE22,Aerial cable design footage,Foot,150,0.36,54.0
WO-35000223,SO-900223,SOL-1500993,ACA02A-ESE22,Buried cable design footage,Foot,1365,0.27,368.55
WO-35000223,SO-900223,SOL-1500994,POL00A-ESE22,Pole loading analysis,Pole,12,22.5,270.0
WO-35000223,SO-900223,SOL-1500995,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000224,SO-900224,SOL-1500996,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000224,SO-900224,SOL-1500997,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000224,SO-900224,SOL-1500998,ACA00A-ESE22,Aerial cable design footage,Foot,1443,0.36,519.48
WO-35000224,SO-900224,SOL-1500999,POL00A-ESE22,Pole loading analysis,Pole,7,22.5,157.5
WO-35000225,SO-900225,SOL-1501000,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000225,SO-900225,SOL-1501001,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000225,SO-900225,SOL-1501002,ACA00A-ESE22,Aerial cable design footage,Foot,1464,0.36,527.04
WO-35000225,SO-900225,SOL-1501003,POL00A-ESE22,Pole loading analysis,Pole,18,22.5,405.0
WO-35000226,SO-900226,SOL-1501004,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000226,SO-900226,SOL-1501005,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000226,SO-900226,SOL-1501006,ACA00A-ESE22,Aerial cable design footage,Foot,322,0.36,115.92
WO-35000226,SO-900226,SOL-1501007,POL00A-ESE22,Pole loading analysis,Pole,2,22.5,45.0
WO-35000227,SO-900227,SOL-1501008,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000227,SO-900227,SOL-1501009,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000227,SO-900227,SOL-1501010,ACA02A-ESE22,Buried cable design footage,Foot,788,0.27,212.76
WO-35000227,SO-900227,SOL-1501011,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000227,SO-900227,SOL-1501012,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000228,SO-900228,SOL-1501013,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000228,SO-900228,SOL-1501014,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000228,SO-900228,SOL-1501015,ACA02A-ESE22,Buried cable design footage,Foot,1308,0.27,353.16
WO-35000229,SO-900229,SOL-1501016,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000229,SO-900229,SOL-1501017,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000229,SO-900229,SOL-1501018,ACA02A-ESE22,Buried cable design footage,Foot,1230,0.27,332.1
WO-35000229,SO-900229,SOL-1501019,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000230,SO-900230,SOL-1501020,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000230,SO-900230,SOL-1501021,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000230,SO-900230,SOL-1501022,ACA00A-ESE22,Aerial cable design footage,Foot,735,0.36,264.6
WO-35000230,SO-900230,SOL-1501023,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000231,SO-900231,SOL-1501024,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000231,SO-900231,SOL-1501025,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000231,SO-900231,SOL-1501026,ACA02A-ESE22,Buried cable design footage,Foot,1196,0.27,322.92
WO-35000232,SO-900232,SOL-1501027,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000232,SO-990232,SOL-1501028,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000232,SO-990232,SOL-1501029,ACA00A-ESE22,Aerial cable design footage,Foot,1323,0.36,476.28
WO-35000232,SO-990232,SOL-1501030,ACA02A-ESE22,Buried cable design footage,Foot,181,0.27,48.87
WO-35000233,SO-900233,SOL-1501031,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000233,SO-900233,SOL-1501032,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000233,SO-900233,SOL-1501033,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000234,SO-900234,SOL-1501034,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000234,SO-900234,SOL-1501035,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000234,SO-900234,SOL-1501036,ACA00A-ESE22,Aerial cable design footage,Foot,861,0.36,309.96
WO-35000234,SO-900234,SOL-1501037,ACA02A-ESE22,Buried cable design footage,Foot,902,0.27,243.54
WO-35000234,SO-900234,SOL-1501038,POL00A-ESE22,Pole loading analysis,Pole,15,22.5,337.5
WO-35000235,SO-900235,SOL-1501039,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000235,SO-900235,SOL-1501040,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000235,SO-900235,SOL-1501041,ACA02A-ESE22,Buried cable design footage,Foot,718,0.27,193.86
WO-35000235,SO-900235,SOL-1501042,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000236,SO-900236,SOL-1501043,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000236,SO-900236,SOL-1501044,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000236,SO-900236,SOL-1501045,ACA02A-ESE22,Buried cable design footage,Foot,178,0.27,48.06
WO-35000236,SO-900236,SOL-1501046,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000237,SO-900237,SOL-1501047,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000237,SO-900237,SOL-1501048,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000238,SO-900238,SOL-1501049,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000238,SO-900238,SOL-1501050,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000238,SO-900238,SOL-1501051,ACA00A-ESE22,Aerial cable design footage,Foot,794,0.36,285.84
WO-35000238,SO-900238,SOL-1501052,ACA02A-ESE22,Buried cable design footage,Foot,1032,0.27,278.64
WO-35000238,SO-900238,SOL-1501053,POL00A-ESE22,Pole loading analysis,Pole,10,22.5,225.0
WO-35000239,SO-900239,SOL-1501054,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000239,SO-990239,SOL-1501055,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000239,SO-990239,SOL-1501056,ACA00A-ESE22,Aerial cable design footage,Foot,1010,0.36,363.6
WO-35000240,SO-900240,SOL-1501057,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000240,SO-900240,SOL-1501058,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000240,SO-900240,SOL-1501059,ACA00A-ESE22,Aerial cable design footage,Foot,1537,0.36,553.32
WO-35000240,SO-900240,SOL-1501060,POL00A-ESE22,Pole loading analysis,Pole,10,22.5,225.0
WO-35000240,SO-900240,SOL-1501061,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000241,SO-900241,SOL-1501062,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000241,SO-900241,SOL-1501063,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000241,SO-900241,SOL-1501064,ACA00A-ESE22,Aerial cable design footage,Foot,1466,0.36,527.76
WO-35000241,SO-900241,SOL-1501065,POL00A-ESE22,Pole loading analysis,Pole,13,22.5,292.5
WO-35000241,SO-900241,SOL-1501066,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000241,SO-900241,SOL-1501067,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000242,SO-900242,SOL-1501068,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000242,SO-900242,SOL-1501069,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000242,SO-900242,SOL-1501070,ACA02A-ESE22,Buried cable design footage,Foot,1027,0.27,277.29
WO-35000242,SO-900242,SOL-1501071,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000243,SO-900243,SOL-1501072,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000243,SO-900243,SOL-1501073,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000243,SO-900243,SOL-1501074,ACA00A-ESE22,Aerial cable design footage,Foot,943,0.36,339.48
WO-35000243,SO-900243,SOL-1501075,ACA02A-ESE22,Buried cable design footage,Foot,239,0.27,64.53
WO-35000243,SO-900243,SOL-1501076,POL00A-ESE22,Pole loading analysis,Pole,6,22.5,135.0
WO-35000243,SO-900243,SOL-1501077,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000244,SO-900244,SOL-1501078,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000244,SO-900244,SOL-1501079,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000244,SO-900244,SOL-1501080,ACA00A-ESE22,Aerial cable design footage,Foot,493,0.36,177.48
WO-35000244,SO-900244,SOL-1501081,POL00A-ESE22,Pole loading analysis,Pole,10,22.5,225.0
WO-35000245,SO-900245,SOL-1501082,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000245,SO-900245,SOL-1501083,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000245,SO-900245,SOL-1501084,ACA00A-ESE22,Aerial cable design footage,Foot,1128,0.36,406.08
WO-35000245,SO-900245,SOL-1501085,POL00A-ESE22,Pole loading analysis,Pole,1,22.5,22.5
WO-35000245,SO-900245,SOL-1501086,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000246,SO-900246,SOL-1501087,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000246,SO-900246,SOL-1501088,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000246,SO-900246,SOL-1501089,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000247,SO-900247,SOL-1501090,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000247,SO-900247,SOL-1501091,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000247,SO-900247,SOL-1501092,ACA02A-ESE22,Buried cable design footage,Foot,999,0.27,269.73
WO-35000247,SO-900247,SOL-1501093,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000248,SO-900248,SOL-1501094,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000248,SO-900248,SOL-1501095,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000248,SO-900248,SOL-1501096,ACA00A-ESE22,Aerial cable design footage,Foot,232,0.36,83.52
WO-35000248,SO-900248,SOL-1501097,POL00A-ESE22,Pole loading analysis,Pole,12,22.5,270.0
WO-35000249,SO-900249,SOL-1501098,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000249,SO-900249,SOL-1501099,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000249,SO-900249,SOL-1501100,ACA00A-ESE22,Aerial cable design footage,Foot,365,0.36,131.4
WO-35000249,SO-900249,SOL-1501101,ACA02A-ESE22,Buried cable design footage,Foot,1166,0.27,314.82
WO-35000249,SO-900249,SOL-1501102,POL00A-ESE22,Pole loading analysis,Pole,18,22.5,405.0
WO-35000249,SO-900249,SOL-1501103,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000250,SO-900250,SOL-1501104,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000250,SO-900250,SOL-1501105,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000250,SO-900250,SOL-1501106,ACA02A-ESE22,Buried cable design footage,Foot,126,0.27,34.02
WO-35000250,SO-900250,SOL-1501107,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000251,SO-900251,SOL-1501108,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000251,SO-900251,SOL-1501109,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000251,SO-900251,SOL-1501110,ACA02A-ESE22,Buried cable design footage,Foot,1129,0.27,304.83
WO-35000251,SO-900251,SOL-1501111,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000252,SO-900252,SOL-1501112,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000252,SO-900252,SOL-1501113,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000252,SO-900252,SOL-1501114,ACA00A-ESE22,Aerial cable design footage,Foot,1193,0.36,429.48
WO-35000252,SO-900252,SOL-1501115,ACA02A-ESE22,Buried cable design footage,Foot,312,0.27,84.24
WO-35000252,SO-900252,SOL-1501116,POL00A-ESE22,Pole loading analysis,Pole,10,22.5,225.0
WO-35000253,SO-900253,SOL-1501117,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000253,SO-900253,SOL-1501118,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000253,SO-900253,SOL-1501119,ACA00A-ESE22,Aerial cable design footage,Foot,682,0.36,245.52
WO-35000253,SO-900253,SOL-1501120,ACA02A-ESE22,Buried cable design footage,Foot,754,0.27,203.58
WO-35000253,SO-900253,SOL-1501121,POL00A-ESE22,Pole loading analysis,Pole,7,22.5,157.5
WO-35000253,SO-900253,SOL-1501122,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000254,SO-900254,SOL-1501123,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000254,SO-900254,SOL-1501124,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000255,SO-900255,SOL-1501125,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
